8.7337 	INFO 	Loaded monitor calibration from ['2025_08_12 10:43']
8.7408 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
9.0625 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
9.0625 	INFO 	OpenGL version supported by driver is 4..
9.1190 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BA9F3F6140>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BA9F3F61A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BA9F4D2BF0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1191 	EXP 	window1: backgroundImage = ''
9.1191 	EXP 	window1: backgroundFit = 'none'
9.6572 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6572 	EXP 	window1: recordFrameIntervals = False
9.8148 	EXP 	window1: recordFrameIntervals = True
9.9978 	EXP 	Screen (0) actual frame rate measured at 60.02Hz
9.9978 	EXP 	window1: recordFrameIntervals = False
10.0593 	INFO 	keyboard.Keyboard is using ptb backend.
10.0595 	INFO 	keyboard.Keyboard is using ptb backend.
10.0595 	EXP 	delay discounting: status = STARTED
